Brian Johnston,928.0
Brian K. Vaughan,929.0
Brian L. Weiss,930.0
Brian M. Sammons,931.0
Brian McGuinness,932.0
Brian McNaughton,933.0
Brian Michael Bendis,934.0
Brian Nishil,935.0
Brian P. Flannery,936.0
Brian Rotman,937.0
Brian Selznick,938.0
Brian Sibley,939.0
Brian Stableford,940.0
Brian Stone,941.0
Brian Tracy,942.0
Brian Troxell,943.0
Brian Unger,944.0
Brian W. Aldiss,945.0
Brian Yoon,946.0
Brice Matthieussent,947.0
Bridget Foley,948.0
Brigid Avison,949.0
Brigitte Lefevre,950.0
Brion Gysin,951.0
Brittiany A. Koren,952.0
Brock Thoene,953.0
Brooke Allen,954.0
Broughton Coburn,955.0
Brown,956.0
Bruce Alvin King,957.0
Bruce Arnold,958.0
Bruce Bethke,959.0
Bruce Campbell,960.0
Bruce Catton,961.0
Bruce Coville,962.0
Bruce Cumings,963.0
Bruce Degen,964.0
Bruce E. Bursten,965.0
Bruce Edward Walker,966.0
Bruce Feiler,967.0
Bruce H. Wilkinson,968.0
Bruce Harbert,969.0
Bruce Holland Rogers,970.0
Bruce Kuklick,971.0
Bruce L. Edwards,972.0
Bruce Patton,973.0
Bruce Rogers,974.0
Bruce Spizer,975.0
Bruce Sterling,976.0
Bryan Collier,977.0
Bryan Hitch,978.0
Bryan J.L. Glass,979.0
Bryan Lee O''Malley,980.0
Bryan Magee,981.0
Bryan Sykes,982.0
Bryan Talbot,983.0
Bryan W. Van Norden,984.0
Bryce Courtenay,985.0
Buchi Emecheta,986.0
Buck Schirner,987.0
Burt Reynolds,988.0
Burton G. Malkiel,989.0
Burton Pike,990.0
Burton Raffel,991.0
Butch Patrick,992.0
Buzz Aldrin,993.0
Buzz Bissinger,994.0
C. Hassell Bullock,995.0
C. Michael Dudash,996.0
C. Patrick Doncaster,997.0
C. Thomas Wass,998.0
C. Vann Woodward,999.0
C.B. Cebulski,1000.0
C.B. Mordan,1001.0
C.D. Payne,1002.0
C.D.B. Bryan,1003.0
C.D.C. Reeve,1004.0
C.E. Murphy,1005.0
C.F. Smith,1006.0
C.G. Jung,1007.0
C.H. Sisson,1008.0
C.J. Cherryh,1009.0
C.J. Critt,1010.0
C.J. Friedrich,1011.0
C.J. Henderson,1012.0
C.J. Rowe,1013.0
C.K. Scott Moncrieff,1014.0
C.L. Moore,1015.0
C.M. Kornbluth,1016.0
C.P. Otero,1017.0
C.S. Friedman,1018.0
C.S. Harris,1019.0
C.S. Lewis,1020.0
C.W. Scott-Giles,1021.0
Cait London,1022.0
Caitlin Brennan,1023.0
Caitlín R. Kiernan,1024.0
Caldwell B. Esselstyn Jr.,1025.0
Caleb Carr,1026.0
Călin-Andrei Mihăilescu,1027.0
Camellia Panjabi,1028.0
Cameron Sinclair,1029.0
Cameron Stewart,1030.0
Camila Batlles,1031.0
Camille Cauti,1032.0
Camille Kingsolver,1033.0
Camino Estañ Requeni,1034.0
Campbell Scott,1035.0
Candace Bushnell,1036.0
Candace Schuler,1037.0
Candace Ward,1038.0
Candida Höfer,1039.0
Canon Doyle,1040.0
Cao Xuân Việt Khương,1041.0
Cara Black,1042.0
Cara Lockwood,1043.0
Cara Williams,1044.0
Carl Barks,1045.0
Carl Bode,1046.0
Carl Dennis,1047.0
Carl Ellis,1048.0
Carl F. Hovde,1049.0
Carl F.H. Henry,1050.0
Carl Gustav Horn,1051.0
Carl Hiaasen,1052.0
Carl Joachim Friedrich,1053.0
Carl Plasa,1054.0
Carl Safina,1055.0
Carl Sagan,1056.0
Carl Sandburg,1057.0
Carl Senna,1058.0
Carl Zimmer,1059.0
Carla Jungquist,1060.0
Carla Kaplan,1061.0
Carla Lynn Stockton,1062.0
Carlene Fredericka Brennen,1063.0
Carlo Capararo,1064.0
Carlos A. Schwantes,1065.0
